base 2,base 3,base 4,base 5,base 6,base 7,base 8,base 9,base 10,base 11,base 12,base 13,base 14,base 15,base 16
1111110000000,102001200,1332000,224224,101200,32340,17600,12050,8064,6071,4800,3894,2d20,25c9,1f80
1111110000001,102001201,1332001,224230,101201,32341,17601,12051,8065,6072,4801,3895,2d21,25ca,1f81
1111110000010,102001202,1332002,224231,101202,32342,17602,12052,8066,6073,4802,3896,2d22,25cb,1f82
1111110000011,102001210,1332003,224232,101203,32343,17603,12053,8067,6074,4803,3897,2d23,25cc,1f83
1111110000100,102001211,1332010,224233,101204,32344,17604,12054,8068,6075,4804,3898,2d24,25cd,1f84
1111110000101,102001212,1332011,224234,101205,32345,17605,12055,8069,6076,4805,3899,2d25,25ce,1f85
1111110000110,102001220,1332012,224240,101210,32346,17606,12056,8070,6077,4806,389a,2d26,25d0,1f86
1111110000111,102001221,1332013,224241,101211,32350,17607,12057,8071,6078,4807,389b,2d27,25d1,1f87
1111110001000,102001222,1332020,224242,101212,32351,17610,12058,8072,6079,4808,389c,2d28,25d2,1f88
1111110001001,102002000,1332021,224243,101213,32352,17611,12060,8073,607a,4809,38a0,2d29,25d3,1f89
1111110001010,102002001,1332022,224244,101214,32353,17612,12061,8074,6080,480a,38a1,2d2a,25d4,1f8a
1111110001011,102002002,1332023,224300,101215,32354,17613,12062,8075,6081,480b,38a2,2d2b,25d5,1f8b
1111110001100,102002010,1332030,224301,101220,32355,17614,12063,8076,6082,4810,38a3,2d2c,25d6,1f8c
1111110001101,102002011,1332031,224302,101221,32356,17615,12064,8077,6083,4811,38a4,2d2d,25d7,1f8d
1111110001110,102002012,1332032,224303,101222,32360,17616,12065,8078,6084,4812,38a5,2d30,25d8,1f8e
1111110001111,102002020,1332033,224304,101223,32361,17617,12066,8079,6085,4813,38a6,2d31,25d9,1f8f
1111110010000,102002021,1332100,224310,101224,32362,17620,12067,8080,6086,4814,38a7,2d32,25da,1f90
1111110010001,102002022,1332101,224311,101225,32363,17621,12068,8081,6087,4815,38a8,2d33,25db,1f91
1111110010010,102002100,1332102,224312,101230,32364,17622,12070,8082,6088,4816,38a9,2d34,25dc,1f92
1111110010011,102002101,1332103,224313,101231,32365,17623,12071,8083,6089,4817,38aa,2d35,25dd,1f93
1111110010100,102002102,1332110,224314,101232,32366,17624,12072,8084,608a,4818,38ab,2d36,25de,1f94
1111110010101,102002110,1332111,224320,101233,32400,17625,12073,8085,6090,4819,38ac,2d37,25e0,1f95
1111110010110,102002111,1332112,224321,101234,32401,17626,12074,8086,6091,481a,38b0,2d38,25e1,1f96
1111110010111,102002112,1332113,224322,101235,32402,17627,12075,8087,6092,481b,38b1,2d39,25e2,1f97
1111110011000,102002120,1332120,224323,101240,32403,17630,12076,8088,6093,4820,38b2,2d3a,25e3,1f98
1111110011001,102002121,1332121,224324,101241,32404,17631,12077,8089,6094,4821,38b3,2d3b,25e4,1f99
1111110011010,102002122,1332122,224330,101242,32405,17632,12078,8090,6095,4822,38b4,2d3c,25e5,1f9a
1111110011011,102002200,1332123,224331,101243,32406,17633,12080,8091,6096,4823,38b5,2d3d,25e6,1f9b
1111110011100,102002201,1332130,224332,101244,32410,17634,12081,8092,6097,4824,38b6,2d40,25e7,1f9c
1111110011101,102002202,1332131,224333,101245,32411,17635,12082,8093,6098,4825,38b7,2d41,25e8,1f9d
1111110011110,102002210,1332132,224334,101250,32412,17636,12083,8094,6099,4826,38b8,2d42,25e9,1f9e
1111110011111,102002211,1332133,224340,101251,32413,17637,12084,8095,609a,4827,38b9,2d43,25ea,1f9f
1111110100000,102002212,1332200,224341,101252,32414,17640,12085,8096,60a0,4828,38ba,2d44,25eb,1fa0
1111110100001,102002220,1332201,224342,101253,32415,17641,12086,8097,60a1,4829,38bb,2d45,25ec,1fa1
1111110100010,102002221,1332202,224343,101254,32416,17642,12087,8098,60a2,482a,38bc,2d46,25ed,1fa2
1111110100011,102002222,1332203,224344,101255,32420,17643,12088,8099,60a3,482b,38c0,2d47,25ee,1fa3
1111110100100,102010000,1332210,224400,101300,32421,17644,12100,8100,60a4,4830,38c1,2d48,2600,1fa4
1111110100101,102010001,1332211,224401,101301,32422,17645,12101,8101,60a5,4831,38c2,2d49,2601,1fa5
1111110100110,102010002,1332212,224402,101302,32423,17646,12102,8102,60a6,4832,38c3,2d4a,2602,1fa6
1111110100111,102010010,1332213,224403,101303,32424,17647,12103,8103,60a7,4833,38c4,2d4b,2603,1fa7
1111110101000,102010011,1332220,224404,101304,32425,17650,12104,8104,60a8,4834,38c5,2d4c,2604,1fa8
1111110101001,102010012,1332221,224410,101305,32426,17651,12105,8105,60a9,4835,38c6,2d4d,2605,1fa9
1111110101010,102010020,1332222,224411,101310,32430,17652,12106,8106,60aa,4836,38c7,2d50,2606,1faa
1111110101011,102010021,1332223,224412,101311,32431,17653,12107,8107,6100,4837,38c8,2d51,2607,1fab
1111110101100,102010022,1332230,224413,101312,32432,17654,12108,8108,6101,4838,38c9,2d52,2608,1fac
1111110101101,102010100,1332231,224414,101313,32433,17655,12110,8109,6102,4839,38ca,2d53,2609,1fad
1111110101110,102010101,1332232,224420,101314,32434,17656,12111,8110,6103,483a,38cb,2d54,260a,1fae
1111110101111,102010102,1332233,224421,101315,32435,17657,12112,8111,6104,483b,38cc,2d55,260b,1faf
1111110110000,102010110,1332300,224422,101320,32436,17660,12113,8112,6105,4840,3900,2d56,260c,1fb0
1111110110001,102010111,1332301,224423,101321,32440,17661,12114,8113,6106,4841,3901,2d57,260d,1fb1
1111110110010,102010112,1332302,224424,101322,32441,17662,12115,8114,6107,4842,3902,2d58,260e,1fb2
1111110110011,102010120,1332303,224430,101323,32442,17663,12116,8115,6108,4843,3903,2d59,2610,1fb3
1111110110100,102010121,1332310,224431,101324,32443,17664,12117,8116,6109,4844,3904,2d5a,2611,1fb4
1111110110101,102010122,1332311,224432,101325,32444,17665,12118,8117,610a,4845,3905,2d5b,2612,1fb5
1111110110110,102010200,1332312,224433,101330,32445,17666,12120,8118,6110,4846,3906,2d5c,2613,1fb6
1111110110111,102010201,1332313,224434,101331,32446,17667,12121,8119,6111,4847,3907,2d5d,2614,1fb7
1111110111000,102010202,1332320,224440,101332,32450,17670,12122,8120,6112,4848,3908,2d60,2615,1fb8
1111110111001,102010210,1332321,224441,101333,32451,17671,12123,8121,6113,4849,3909,2d61,2616,1fb9
1111110111010,102010211,1332322,224442,101334,32452,17672,12124,8122,6114,484a,390a,2d62,2617,1fba
1111110111011,102010212,1332323,224443,101335,32453,17673,12125,8123,6115,484b,390b,2d63,2618,1fbb
1111110111100,102010220,1332330,224444,101340,32454,17674,12126,8124,6116,4850,390c,2d64,2619,1fbc
1111110111101,102010221,1332331,230000,101341,32455,17675,12127,8125,6117,4851,3910,2d65,261a,1fbd
1111110111110,102010222,1332332,230001,101342,32456,17676,12128,8126,6118,4852,3911,2d66,261b,1fbe
1111110111111,102011000,1332333,230002,101343,32460,17677,12130,8127,6119,4853,3912,2d67,261c,1fbf
1111111000000,102011001,1333000,230003,101344,32461,17700,12131,8128,611a,4854,3913,2d68,261d,1fc0
1111111000001,102011002,1333001,230004,101345,32462,17701,12132,8129,6120,4855,3914,2d69,261e,1fc1
1111111000010,102011010,1333002,230010,101350,32463,17702,12133,8130,6121,4856,3915,2d6a,2620,1fc2
1111111000011,102011011,1333003,230011,101351,32464,17703,12134,8131,6122,4857,3916,2d6b,2621,1fc3
1111111000100,102011012,1333010,230012,101352,32465,17704,12135,8132,6123,4858,3917,2d6c,2622,1fc4
1111111000101,102011020,1333011,230013,101353,32466,17705,12136,8133,6124,4859,3918,2d6d,2623,1fc5
1111111000110,102011021,1333012,230014,101354,32500,17706,12137,8134,6125,485a,3919,2d70,2624,1fc6
1111111000111,102011022,1333013,230020,101355,32501,17707,12138,8135,6126,485b,391a,2d71,2625,1fc7
1111111001000,102011100,1333020,230021,101400,32502,17710,12140,8136,6127,4860,391b,2d72,2626,1fc8
1111111001001,102011101,1333021,230022,101401,32503,17711,12141,8137,6128,4861,391c,2d73,2627,1fc9
1111111001010,102011102,1333022,230023,101402,32504,17712,12142,8138,6129,4862,3920,2d74,2628,1fca
1111111001011,102011110,1333023,230024,101403,32505,17713,12143,8139,612a,4863,3921,2d75,2629,1fcb
1111111001100,102011111,1333030,230030,101404,32506,17714,12144,8140,6130,4864,3922,2d76,262a,1fcc
1111111001101,102011112,1333031,230031,101405,32510,17715,12145,8141,6131,4865,3923,2d77,262b,1fcd
1111111001110,102011120,1333032,230032,101410,32511,17716,12146,8142,6132,4866,3924,2d78,262c,1fce
1111111001111,102011121,1333033,230033,101411,32512,17717,12147,8143,6133,4867,3925,2d79,262d,1fcf
1111111010000,102011122,1333100,230034,101412,32513,17720,12148,8144,6134,4868,3926,2d7a,262e,1fd0
1111111010001,102011200,1333101,230040,101413,32514,17721,12150,8145,6135,4869,3927,2d7b,2630,1fd1
1111111010010,102011201,1333102,230041,101414,32515,17722,12151,8146,6136,486a,3928,2d7c,2631,1fd2
1111111010011,102011202,1333103,230042,101415,32516,17723,12152,8147,6137,486b,3929,2d7d,2632,1fd3
1111111010100,102011210,1333110,230043,101420,32520,17724,12153,8148,6138,4870,392a,2d80,2633,1fd4
1111111010101,102011211,1333111,230044,101421,32521,17725,12154,8149,6139,4871,392b,2d81,2634,1fd5
1111111010110,102011212,1333112,230100,101422,32522,17726,12155,8150,613a,4872,392c,2d82,2635,1fd6
1111111010111,102011220,1333113,230101,101423,32523,17727,12156,8151,6140,4873,3930,2d83,2636,1fd7
1111111011000,102011221,1333120,230102,101424,32524,17730,12157,8152,6141,4874,3931,2d84,2637,1fd8
1111111011001,102011222,1333121,230103,101425,32525,17731,12158,8153,6142,4875,3932,2d85,2638,1fd9
1111111011010,102012000,1333122,230104,101430,32526,17732,12160,8154,6143,4876,3933,2d86,2639,1fda
1111111011011,102012001,1333123,230110,101431,32530,17733,12161,8155,6144,4877,3934,2d87,263a,1fdb
1111111011100,102012002,1333130,230111,101432,32531,17734,12162,8156,6145,4878,3935,2d88,263b,1fdc
1111111011101,102012010,1333131,230112,101433,32532,17735,12163,8157,6146,4879,3936,2d89,263c,1fdd
1111111011110,102012011,1333132,230113,101434,32533,17736,12164,8158,6147,487a,3937,2d8a,263d,1fde
1111111011111,102012012,1333133,230114,101435,32534,17737,12165,8159,6148,487b,3938,2d8b,263e,1fdf
1111111100000,102012020,1333200,230120,101440,32535,17740,12166,8160,6149,4880,3939,2d8c,2640,1fe0
1111111100001,102012021,1333201,230121,101441,32536,17741,12167,8161,614a,4881,393a,2d8d,2641,1fe1
1111111100010,102012022,1333202,230122,101442,32540,17742,12168,8162,6150,4882,393b,2d90,2642,1fe2
1111111100011,102012100,1333203,230123,101443,32541,17743,12170,8163,6151,4883,393c,2d91,2643,1fe3
1111111100100,102012101,1333210,230124,101444,32542,17744,12171,8164,6152,4884,3940,2d92,2644,1fe4
1111111100101,102012102,1333211,230130,101445,32543,17745,12172,8165,6153,4885,3941,2d93,2645,1fe5
1111111100110,102012110,1333212,230131,101450,32544,17746,12173,8166,6154,4886,3942,2d94,2646,1fe6
1111111100111,102012111,1333213,230132,101451,32545,17747,12174,8167,6155,4887,3943,2d95,2647,1fe7
1111111101000,102012112,1333220,230133,101452,32546,17750,12175,8168,6156,4888,3944,2d96,2648,1fe8
1111111101001,102012120,1333221,230134,101453,32550,17751,12176,8169,6157,4889,3945,2d97,2649,1fe9
1111111101010,102012121,1333222,230140,101454,32551,17752,12177,8170,6158,488a,3946,2d98,264a,1fea
1111111101011,102012122,1333223,230141,101455,32552,17753,12178,8171,6159,488b,3947,2d99,264b,1feb
1111111101100,102012200,1333230,230142,101500,32553,17754,12180,8172,615a,4890,3948,2d9a,264c,1fec
1111111101101,102012201,1333231,230143,101501,32554,17755,12181,8173,6160,4891,3949,2d9b,264d,1fed
1111111101110,102012202,1333232,230144,101502,32555,17756,12182,8174,6161,4892,394a,2d9c,264e,1fee
1111111101111,102012210,1333233,230200,101503,32556,17757,12183,8175,6162,4893,394b,2d9d,2650,1fef
1111111110000,102012211,1333300,230201,101504,32560,17760,12184,8176,6163,4894,394c,2da0,2651,1ff0
1111111110001,102012212,1333301,230202,101505,32561,17761,12185,8177,6164,4895,3950,2da1,2652,1ff1
1111111110010,102012220,1333302,230203,101510,32562,17762,12186,8178,6165,4896,3951,2da2,2653,1ff2
1111111110011,102012221,1333303,230204,101511,32563,17763,12187,8179,6166,4897,3952,2da3,2654,1ff3
1111111110100,102012222,1333310,230210,101512,32564,17764,12188,8180,6167,4898,3953,2da4,2655,1ff4
1111111110101,102020000,1333311,230211,101513,32565,17765,12200,8181,6168,4899,3954,2da5,2656,1ff5
1111111110110,102020001,1333312,230212,101514,32566,17766,12201,8182,6169,489a,3955,2da6,2657,1ff6
1111111110111,102020002,1333313,230213,101515,32600,17767,12202,8183,616a,489b,3956,2da7,2658,1ff7
1111111111000,102020010,1333320,230214,101520,32601,17770,12203,8184,6170,48a0,3957,2da8,2659,1ff8
1111111111001,102020011,1333321,230220,101521,32602,17771,12204,8185,6171,48a1,3958,2da9,265a,1ff9
1111111111010,102020012,1333322,230221,101522,32603,17772,12205,8186,6172,48a2,3959,2daa,265b,1ffa
1111111111011,102020020,1333323,230222,101523,32604,17773,12206,8187,6173,48a3,395a,2dab,265c,1ffb
1111111111100,102020021,1333330,230223,101524,32605,17774,12207,8188,6174,48a4,395b,2dac,265d,1ffc
1111111111101,102020022,1333331,230224,101525,32606,17775,12208,8189,6175,48a5,395c,2dad,265e,1ffd
1111111111110,102020100,1333332,230230,101530,32610,17776,12210,8190,6176,48a6,3960,2db0,2660,1ffe
1111111111111,102020101,1333333,230231,101531,32611,17777,12211,8191,6177,48a7,3961,2db1,2661,1fff
10000000000000,102020102,2000000,230232,101532,32612,20000,12212,8192,6178,48a8,3962,2db2,2662,2000
10000000000001,102020110,2000001,230233,101533,32613,20001,12213,8193,6179,48a9,3963,2db3,2663,2001
10000000000010,102020111,2000002,230234,101534,32614,20002,12214,8194,617a,48aa,3964,2db4,2664,2002
10000000000011,102020112,2000003,230240,101535,32615,20003,12215,8195,6180,48ab,3965,2db5,2665,2003
10000000000100,102020120,2000010,230241,101540,32616,20004,12216,8196,6181,48b0,3966,2db6,2666,2004
10000000000101,102020121,2000011,230242,101541,32620,20005,12217,8197,6182,48b1,3967,2db7,2667,2005
10000000000110,102020122,2000012,230243,101542,32621,20006,12218,8198,6183,48b2,3968,2db8,2668,2006
10000000000111,102020200,2000013,230244,101543,32622,20007,12220,8199,6184,48b3,3969,2db9,2669,2007
10000000001000,102020201,2000020,230300,101544,32623,20010,12221,8200,6185,48b4,396a,2dba,266a,2008
10000000001001,102020202,2000021,230301,101545,32624,20011,12222,8201,6186,48b5,396b,2dbb,266b,2009
10000000001010,102020210,2000022,230302,101550,32625,20012,12223,8202,6187,48b6,396c,2dbc,266c,200a
10000000001011,102020211,2000023,230303,101551,32626,20013,12224,8203,6188,48b7,3970,2dbd,266d,200b
10000000001100,102020212,2000030,230304,101552,32630,20014,12225,8204,6189,48b8,3971,2dc0,266e,200c
10000000001101,102020220,2000031,230310,101553,32631,20015,12226,8205,618a,48b9,3972,2dc1,2670,200d
10000000001110,102020221,2000032,230311,101554,32632,20016,12227,8206,6190,48ba,3973,2dc2,2671,200e
10000000001111,102020222,2000033,230312,101555,32633,20017,12228,8207,6191,48bb,3974,2dc3,2672,200f
10000000010000,102021000,2000100,230313,102000,32634,20020,12230,8208,6192,4900,3975,2dc4,2673,2010
10000000010001,102021001,2000101,230314,102001,32635,20021,12231,8209,6193,4901,3976,2dc5,2674,2011
10000000010010,102021002,2000102,230320,102002,32636,20022,12232,8210,6194,4902,3977,2dc6,2675,2012
10000000010011,102021010,2000103,230321,102003,32640,20023,12233,8211,6195,4903,3978,2dc7,2676,2013
10000000010100,102021011,2000110,230322,102004,32641,20024,12234,8212,6196,4904,3979,2dc8,2677,2014
10000000010101,102021012,2000111,230323,102005,32642,20025,12235,8213,6197,4905,397a,2dc9,2678,2015
10000000010110,102021020,2000112,230324,102010,32643,20026,12236,8214,6198,4906,397b,2dca,2679,2016
10000000010111,102021021,2000113,230330,102011,32644,20027,12237,8215,6199,4907,397c,2dcb,267a,2017
10000000011000,102021022,2000120,230331,102012,32645,20030,12238,8216,619a,4908,3980,2dcc,267b,2018
10000000011001,102021100,2000121,230332,102013,32646,20031,12240,8217,61a0,4909,3981,2dcd,267c,2019
10000000011010,102021101,2000122,230333,102014,32650,20032,12241,8218,61a1,490a,3982,2dd0,267d,201a
10000000011011,102021102,2000123,230334,102015,32651,20033,12242,8219,61a2,490b,3983,2dd1,267e,201b
10000000011100,102021110,2000130,230340,102020,32652,20034,12243,8220,61a3,4910,3984,2dd2,2680,201c
10000000011101,102021111,2000131,230341,102021,32653,20035,12244,8221,61a4,4911,3985,2dd3,2681,201d
10000000011110,102021112,2000132,230342,102022,32654,20036,12245,8222,61a5,4912,3986,2dd4,2682,201e
10000000011111,102021120,2000133,230343,102023,32655,20037,12246,8223,61a6,4913,3987,2dd5,2683,201f
10000000100000,102021121,2000200,230344,102024,32656,20040,12247,8224,61a7,4914,3988,2dd6,2684,2020
10000000100001,102021122,2000201,230400,102025,32660,20041,12248,8225,61a8,4915,3989,2dd7,2685,2021
10000000100010,102021200,2000202,230401,102030,32661,20042,12250,8226,61a9,4916,398a,2dd8,2686,2022
10000000100011,102021201,2000203,230402,102031,32662,20043,12251,8227,61aa,4917,398b,2dd9,2687,2023
10000000100100,102021202,2000210,230403,102032,32663,20044,12252,8228,6200,4918,398c,2dda,2688,2024
10000000100101,102021210,2000211,230404,102033,32664,20045,12253,8229,6201,4919,3990,2ddb,2689,2025
10000000100110,102021211,2000212,230410,102034,32665,20046,12254,8230,6202,491a,3991,2ddc,268a,2026
10000000100111,102021212,2000213,230411,102035,32666,20047,12255,8231,6203,491b,3992,2ddd,268b,2027
10000000101000,102021220,2000220,230412,102040,33000,20050,12256,8232,6204,4920,3993,3000,268c,2028
10000000101001,102021221,2000221,230413,102041,33001,20051,12257,8233,6205,4921,3994,3001,268d,2029
10000000101010,102021222,2000222,230414,102042,33002,20052,12258,8234,6206,4922,3995,3002,268e,202a
10000000101011,102022000,2000223,230420,102043,33003,20053,12260,8235,6207,4923,3996,3003,2690,202b
10000000101100,102022001,2000230,230421,102044,33004,20054,12261,8236,6208,4924,3997,3004,2691,202c
10000000101101,102022002,2000231,230422,102045,33005,20055,12262,8237,6209,4925,3998,3005,2692,202d
10000000101110,102022010,2000232,230423,102050,33006,20056,12263,8238,620a,4926,3999,3006,2693,202e
10000000101111,102022011,2000233,230424,102051,33010,20057,12264,8239,6210,4927,399a,3007,2694,202f
10000000110000,102022012,2000300,230430,102052,33011,20060,12265,8240,6211,4928,399b,3008,2695,2030
10000000110001,102022020,2000301,230431,102053,33012,20061,12266,8241,6212,4929,399c,3009,2696,2031
10000000110010,102022021,2000302,230432,102054,33013,20062,12267,8242,6213,492a,39a0,300a,2697,2032
10000000110011,102022022,2000303,230433,102055,33014,20063,12268,8243,6214,492b,39a1,300b,2698,2033
10000000110100,102022100,2000310,230434,102100,33015,20064,12270,8244,6215,4930,39a2,300c,2699,2034
10000000110101,102022101,2000311,230440,102101,33016,20065,12271,8245,6216,4931,39a3,300d,269a,2035
10000000110110,102022102,2000312,230441,102102,33020,20066,12272,8246,6217,4932,39a4,3010,269b,2036
10000000110111,102022110,2000313,230442,102103,33021,20067,12273,8247,6218,4933,39a5,3011,269c,2037
10000000111000,102022111,2000320,230443,102104,33022,20070,12274,8248,6219,4934,39a6,3012,269d,2038
10000000111001,102022112,2000321,230444,102105,33023,20071,12275,8249,621a,4935,39a7,3013,269e,2039
10000000111010,102022120,2000322,231000,102110,33024,20072,12276,8250,6220,4936,39a8,3014,26a0,203a
10000000111011,102022121,2000323,231001,102111,33025,20073,12277,8251,6221,4937,39a9,3015,26a1,203b
10000000111100,102022122,2000330,231002,102112,33026,20074,12278,8252,6222,4938,39aa,3016,26a2,203c
10000000111101,102022200,2000331,231003,102113,33030,20075,12280,8253,6223,4939,39ab,3017,26a3,203d
10000000111110,102022201,2000332,231004,102114,33031,20076,12281,8254,6224,493a,39ac,3018,26a4,203e
10000000111111,102022202,2000333,231010,102115,33032,20077,12282,8255,6225,493b,39b0,3019,26a5,203f
10000001000000,102022210,2001000,231011,102120,33033,20100,12283,8256,6226,4940,39b1,301a,26a6,2040
10000001000001,102022211,2001001,231012,102121,33034,20101,12284,8257,6227,4941,39b2,301b,26a7,2041
10000001000010,102022212,2001002,231013,102122,33035,20102,12285,8258,6228,4942,39b3,301c,26a8,2042
10000001000011,102022220,2001003,231014,102123,33036,20103,12286,8259,6229,4943,39b4,301d,26a9,2043
10000001000100,102022221,2001010,231020,102124,33040,20104,12287,8260,622a,4944,39b5,3020,26aa,2044
10000001000101,102022222,2001011,231021,102125,33041,20105,12288,8261,6230,4945,39b6,3021,26ab,2045
10000001000110,102100000,2001012,231022,102130,33042,20106,12300,8262,6231,4946,39b7,3022,26ac,2046
10000001000111,102100001,2001013,231023,102131,33043,20107,12301,8263,6232,4947,39b8,3023,26ad,2047
10000001001000,102100002,2001020,231024,102132,33044,20110,12302,8264,6233,4948,39b9,3024,26ae,2048
10000001001001,102100010,2001021,231030,102133,33045,20111,12303,8265,6234,4949,39ba,3025,26b0,2049
10000001001010,102100011,2001022,231031,102134,33046,20112,12304,8266,6235,494a,39bb,3026,26b1,204a
10000001001011,102100012,2001023,231032,102135,33050,20113,12305,8267,6236,494b,39bc,3027,26b2,204b
10000001001100,102100020,2001030,231033,102140,33051,20114,12306,8268,6237,4950,39c0,3028,26b3,204c
10000001001101,102100021,2001031,231034,102141,33052,20115,12307,8269,6238,4951,39c1,3029,26b4,204d
10000001001110,102100022,2001032,231040,102142,33053,20116,12308,8270,6239,4952,39c2,302a,26b5,204e
10000001001111,102100100,2001033,231041,102143,33054,20117,12310,8271,623a,4953,39c3,302b,26b6,204f
10000001010000,102100101,2001100,231042,102144,33055,20120,12311,8272,6240,4954,39c4,302c,26b7,2050
10000001010001,102100102,2001101,231043,102145,33056,20121,12312,8273,6241,4955,39c5,302d,26b8,2051
10000001010010,102100110,2001102,231044,102150,33060,20122,12313,8274,6242,4956,39c6,3030,26b9,2052
10000001010011,102100111,2001103,231100,102151,33061,20123,12314,8275,6243,4957,39c7,3031,26ba,2053
10000001010100,102100112,2001110,231101,102152,33062,20124,12315,8276,6244,4958,39c8,3032,26bb,2054
10000001010101,102100120,2001111,231102,102153,33063,20125,12316,8277,6245,4959,39c9,3033,26bc,2055
10000001010110,102100121,2001112,231103,102154,33064,20126,12317,8278,6246,495a,39ca,3034,26bd,2056
10000001010111,102100122,2001113,231104,102155,33065,20127,12318,8279,6247,495b,39cb,3035,26be,2057
10000001011000,102100200,2001120,231110,102200,33066,20130,12320,8280,6248,4960,39cc,3036,26c0,2058
10000001011001,102100201,2001121,231111,102201,33100,20131,12321,8281,6249,4961,3a00,3037,26c1,2059
10000001011010,102100202,2001122,231112,102202,33101,20132,12322,8282,624a,4962,3a01,3038,26c2,205a
10000001011011,102100210,2001123,231113,102203,33102,20133,12323,8283,6250,4963,3a02,3039,26c3,205b
10000001011100,102100211,2001130,231114,102204,33103,20134,12324,8284,6251,4964,3a03,303a,26c4,205c
10000001011101,102100212,2001131,231120,102205,33104,20135,12325,8285,6252,4965,3a04,303b,26c5,205d
10000001011110,102100220,2001132,231121,102210,33105,20136,12326,8286,6253,4966,3a05,303c,26c6,205e
10000001011111,102100221,2001133,231122,102211,33106,20137,12327,8287,6254,4967,3a06,303d,26c7,205f
10000001100000,102100222,2001200,231123,102212,33110,20140,12328,8288,6255,4968,3a07,3040,26c8,2060
10000001100001,102101000,2001201,231124,102213,33111,20141,12330,8289,6256,4969,3a08,3041,26c9,2061
10000001100010,102101001,2001202,231130,102214,33112,20142,12331,8290,6257,496a,3a09,3042,26ca,2062
10000001100011,102101002,2001203,231131,102215,33113,20143,12332,8291,6258,496b,3a0a,3043,26cb,2063
10000001100100,102101010,2001210,231132,102220,33114,20144,12333,8292,6259,4970,3a0b,3044,26cc,2064
10000001100101,102101011,2001211,231133,102221,33115,20145,12334,8293,625a,4971,3a0c,3045,26cd,2065
10000001100110,102101012,2001212,231134,102222,33116,20146,12335,8294,6260,4972,3a10,3046,26ce,2066
10000001100111,102101020,2001213,231140,102223,33120,20147,12336,8295,6261,4973,3a11,3047,26d0,2067
10000001101000,102101021,2001220,231141,102224,33121,20150,12337,8296,6262,4974,3a12,3048,26d1,2068
10000001101001,102101022,2001221,231142,102225,33122,20151,12338,8297,6263,4975,3a13,3049,26d2,2069
10000001101010,102101100,2001222,231143,102230,33123,20152,12340,8298,6264,4976,3a14,304a,26d3,206a
10000001101011,102101101,2001223,231144,102231,33124,20153,12341,8299,6265,4977,3a15,304b,26d4,206b
10000001101100,102101102,2001230,231200,102232,33125,20154,12342,8300,6266,4978,3a16,304c,26d5,206c
10000001101101,102101110,2001231,231201,102233,33126,20155,12343,8301,6267,4979,3a17,304d,26d6,206d
10000001101110,102101111,2001232,231202,102234,33130,20156,12344,8302,6268,497a,3a18,3050,26d7,206e
10000001101111,102101112,2001233,231203,102235,33131,20157,12345,8303,6269,497b,3a19,3051,26d8,206f
10000001110000,102101120,2001300,231204,102240,33132,20160,12346,8304,626a,4980,3a1a,3052,26d9,2070
10000001110001,102101121,2001301,231210,102241,33133,20161,12347,8305,6270,4981,3a1b,3053,26da,2071
10000001110010,102101122,2001302,231211,102242,33134,20162,12348,8306,6271,4982,3a1c,3054,26db,2072
10000001110011,102101200,2001303,231212,102243,33135,20163,12350,8307,6272,4983,3a20,3055,26dc,2073
10000001110100,102101201,2001310,231213,102244,33136,20164,12351,8308,6273,4984,3a21,3056,26dd,2074
10000001110101,102101202,2001311,231214,102245,33140,20165,12352,8309,6274,4985,3a22,3057,26de,2075
10000001110110,102101210,2001312,231220,102250,33141,20166,12353,8310,6275,4986,3a23,3058,26e0,2076
10000001110111,102101211,2001313,231221,102251,33142,20167,12354,8311,6276,4987,3a24,3059,26e1,2077
10000001111000,102101212,2001320,231222,102252,33143,20170,12355,8312,6277,4988,3a25,305a,26e2,2078
10000001111001,102101220,2001321,231223,102253,33144,20171,12356,8313,6278,4989,3a26,305b,26e3,2079
10000001111010,102101221,2001322,231224,102254,33145,20172,12357,8314,6279,498a,3a27,305c,26e4,207a
10000001111011,102101222,2001323,231230,102255,33146,20173,12358,8315,627a,498b,3a28,305d,26e5,207b
10000001111100,102102000,2001330,231231,102300,33150,20174,12360,8316,6280,4990,3a29,3060,26e6,207c
10000001111101,102102001,2001331,231232,102301,33151,20175,12361,8317,6281,4991,3a2a,3061,26e7,207d
10000001111110,102102002,2001332,231233,102302,33152,20176,12362,8318,6282,4992,3a2b,3062,26e8,207e
10000001111111,102102010,2001333,231234,102303,33153,20177,12363,8319,6283,4993,3a2c,3063,26e9,207f
10000010000000,102102011,2002000,231240,102304,33154,20200,12364,8320,6284,4994,3a30,3064,26ea,2080
10000010000001,102102012,2002001,231241,102305,33155,20201,12365,8321,6285,4995,3a31,3065,26eb,2081
10000010000010,102102020,2002002,231242,102310,33156,20202,12366,8322,6286,4996,3a32,3066,26ec,2082
10000010000011,102102021,2002003,231243,102311,33160,20203,12367,8323,6287,4997,3a33,3067,26ed,2083
10000010000100,102102022,2002010,231244,102312,33161,20204,12368,8324,6288,4998,3a34,3068,26ee,2084
10000010000101,102102100,2002011,231300,102313,33162,20205,12370,8325,6289,4999,3a35,3069,2700,2085
10000010000110,102102101,2002012,231301,102314,33163,20206,12371,8326,628a,499a,3a36,306a,2701,2086
10000010000111,102102102,2002013,231302,102315,33164,20207,12372,8327,6290,499b,3a37,306b,2702,2087
